id,url,name,rank,longDescrip,shortDescrip,yearPublished,minPlayers,maxPlayers,bestPlayers,playTime,minTime,maxTime,age,thumbnail,votes,bggRating,avgRating,numWeights,complexity,playerPoll,publisher,gameType,mechanics,category
193738,https://boardgamegeek.com//boardgame/193738/great-western-trail,Great Western Trail,12,"America in the 19th century: You are a rancher and repeatedly herd your cattle from Texas to Kansas City, where you send them off by train. This earns you money and victory points. Needless to say, each time you arrive in Kansas City, you want to have your most valuable cattle in tow. However, the &quot;Great Western Trail&quot; not only requires that you keep your herd in good shape, but also that you wisely use the various buildings along the trail. Also, it might be a good idea to hire capable staff: cowboys to improve your herd, craftsmen to build your very own buildings, or engineers for the important railroad line.",Use strategic outposts and navigate danger as you herd your cattle to Kansas City.,2016,2,4,2,150,75,150,12,https://cf.geekdo-images.com/u1l0gH7sb_vnvDvoO_QHqA__thumb/img/9lxFidyDb8j6D1vobx4e3UwZ-FI=/fit-in/200x150/filters:strip_icc()/pic4887376.jpg,32548,8.12379,8.29551,1281,3.7104,"['Deck, Bag, and Pool Building', 'Hand Management', 'Ownership', 'Point to Point Movement', 'Rondel', 'Set Collection', 'Track Movement', 'Variable Set-up']",eggertspiele,['Strategy Games'],"['Deck, Bag, and Pool Building', 'Hand Management', 'Ownership', 'Point to Point Movement', 'Rondel', 'Set Collection', 'Track Movement', 'Variable Set-up']","['American West', 'Animals', 'Economic']"
12333,https://boardgamegeek.com//boardgame/12333/twilight-struggle,Twilight Struggle,13,"&quot;Now the trumpet summons us again, not as a call to bear arms, though arms we need; not as a call to battle, though embattled we are &ndash; but a call to bear the burden of a long twilight struggle...&quot;",Relive the Cold War and rewrite history in an epic clash between the USA and USSR.,2005,2,2,1,180,120,180,13,https://cf.geekdo-images.com/pNCiUUphnoeWOYfsWq0kng__thumb/img/p7alNkNy8Avm8UISmhYHCiMz5bE=/fit-in/200x150/filters:strip_icc()/pic3530661.jpg,42800,8.116,8.28117,3646,3.5905,"['Action/Event', 'Advantage Token', 'Area Majority / Influence', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Events', 'Hand Management', 'Simulation', 'Simultaneous Action Selection', 'Sudden Death Ending', 'Tug of War']",GMT Games,"['Strategy Games', 'Wargames']","['Action/Event', 'Advantage Token', 'Area Majority / Influence', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Events', 'Hand Management', 'Simulation', 'Simultaneous Action Selection', 'Sudden Death Ending', 'Tug of War']","['Modern Warfare', 'Political', 'Wargame']"
169786,https://boardgamegeek.com//boardgame/169786/scythe,Scythe,14,"It is a time of unrest in 1920s Europa. The ashes from the first great war still darken the snow. The capitalistic city-state known simply as &ldquo;The Factory&rdquo;, which fueled the war with heavily armored mechs, has closed its doors, drawing the attention of several nearby countries.","Five factions vie for dominance in a war-torn, mech-filled, dieselpunk 1920s Europe.",2016,1,5,3,115,90,115,14,https://cf.geekdo-images.com/7k_nOxpO9OGIjhLq2BUZdA__thumb/img/eQ69OEDdjYjfKg6q5Navee87skU=/fit-in/200x150/filters:strip_icc()/pic3163924.jpg,63703,8.06382,8.21966,2542,3.4245,"['Action Drafting', 'Card Play Conflict Resolution', 'End Game Bonuses', 'Force Commitment', 'Grid Movement', 'Hexagon Grid', 'King of the Hill', 'Movement Points', 'Narrative Choice / Paragraph', 'Solo / Solitaire Game', 'Tech Trees / Tech Tracks', 'Variable Player Powers', 'Victory Points as a Resource']",Stonemaier Games,['Strategy Games'],"['Action Drafting', 'Card Play Conflict Resolution', 'End Game Bonuses', 'Force Commitment', 'Grid Movement', 'Hexagon Grid', 'King of the Hill', 'Movement Points', 'Narrative Choice / Paragraph', 'Solo / Solitaire Game', 'Tech Trees / Tech Tracks', 'Variable Player Powers', 'Victory Points as a Resource']","['Economic', 'Fighting', 'Miniatures', 'Science Fiction', 'Territory Building']"
84876,https://boardgamegeek.com//boardgame/84876/castles-burgundy,The Castles of Burgundy,15,"The game is set in the Burgundy region of High Medieval France. Each player takes on the role of an aristocrat, originally controlling a small princedom. While playing they aim to build settlements and powerful castles, practice trade along the river, exploit silver mines, and use the knowledge of travelers.","Plan, trade, and build your Burgundian estate to prosperity and prominence.",2011,2,4,1,90,30,90,12,https://cf.geekdo-images.com/5CFwjd8zTcGYVUnkXh04hw__thumb/img/0AG_6zsfYQjqlUHG0-_8lcjp8rc=/fit-in/200x150/filters:strip_icc()/pic1176894.jpg,50037,8.00719,8.12698,2545,3.0,"['Dice Rolling', 'Grid Coverage', 'Hexagon Grid', 'Set Collection', 'Tile Placement', 'Turn Order: Stat-Based', 'Worker Placement with Dice Workers']",alea,['Strategy Games'],"['Dice Rolling', 'Grid Coverage', 'Hexagon Grid', 'Set Collection', 'Tile Placement', 'Turn Order: Stat-Based', 'Worker Placement with Dice Workers']","['Dice', 'Medieval', 'Territory Building']"
173346,https://boardgamegeek.com//boardgame/173346/7-wonders-duel,7 Wonders Duel,16,In many ways 7 Wonders Duel resembles its parent game 7 Wonders as over three ages players acquire cards that provide resources or advance their military or scientific development in order to develop a civilization and complete wonders.,Science? Military? What will you draft to win this head-to-head version of 7 Wonders?,2015,2,2,1,30,30,30,10,https://cf.geekdo-images.com/WzNs1mA_o22ZWTR8fkLP2g__thumb/img/qGf8-LJx4lsNOgpjS6iCs2TyKts=/fit-in/200x150/filters:strip_icc()/pic3376065.jpg,68173,7.98239,8.10754,2142,2.2255,"['Card Drafting', 'Layering', 'Set Collection', 'Sudden Death Ending', 'Tug of War']",Repos Production,['Strategy Games'],"['Card Drafting', 'Layering', 'Set Collection', 'Sudden Death Ending', 'Tug of War']","['Ancient', 'Card Game', 'City Building', 'Civilization', 'Economic']"
167355,https://boardgamegeek.com//boardgame/167355/nemesis,Nemesis,17,"Playing Nemesis will take you into the heart of sci-fi survival horror in all its terror. A soldier fires blindly down a corridor, trying to stop the alien advance. A scientist races to find a solution in his makeshift lab. A traitor steals the last escape pod in the very last moment. Intruders you meet on the ship are not only reacting to the noise you make but also evolve as the time goes by. The longer the game takes, the stronger they become. During the game, you control one of the crew members with a unique set of skills, personal deck of cards, and individual starting equipment. These heroes cover all your basic SF horror needs. For example, the scientist is great with computers and research, but will have a hard time in combat. The soldier, on the other hand...",Survive an alien-infested spaceship but beware of other players and their agendas.,2018,1,5,2,180,90,180,12,https://cf.geekdo-images.com/tAqLpWxQ0Oo3GaPP3MER1g__thumb/img/sMIg7_b5ekS1xm6cBIoMFpH0MZs=/fit-in/200x150/filters:strip_icc()/pic5073276.jpg,17066,7.97629,8.38972,620,3.3871,"['Campaign / Battle Card Driven', 'Cooperative Game', 'Dice Rolling', 'Hidden Roles', 'Modular Board', 'Player Elimination', 'Semi-Cooperative Game', 'Solo / Solitaire Game', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers']",Awaken Realms,['Thematic Games'],"['Campaign / Battle Card Driven', 'Cooperative Game', 'Dice Rolling', 'Hidden Roles', 'Modular Board', 'Player Elimination', 'Semi-Cooperative Game', 'Solo / Solitaire Game', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers']","['Adventure', 'Horror', 'Miniatures', 'Science Fiction']"
120677,https://boardgamegeek.com//boardgame/120677/terra-mystica,Terra Mystica,18,"In the land of Terra Mystica dwell 14 different peoples in seven landscapes, and each group is bound to its own home environment, so to develop and grow, they must terraform neighboring landscapes into their home environments in competition with the other groups.",Play fantastical factions.  Expand your influence by terraforming and joining cults.,2012,2,5,5,150,60,150,12,https://cf.geekdo-images.com/bre12I1YiXkZr7elvriz4A__thumb/img/GW-ip0dfeAee7KQqJ04SRZxF1lg=/fit-in/200x150/filters:strip_icc()/pic5375624.jpg,41506,7.96928,8.12746,2691,3.9669,"['End Game Bonuses', 'Hexagon Grid', 'Income', 'Increase Value of Unchosen Resources', 'Network and Route Building', 'Tech Trees / Tech Tracks', 'Turn Order: Pass Order', 'Variable Player Powers', 'Variable Set-up', 'Victory Points as a Resource']",Feuerland Spiele,['Strategy Games'],"['End Game Bonuses', 'Hexagon Grid', 'Income', 'Increase Value of Unchosen Resources', 'Network and Route Building', 'Tech Trees / Tech Tracks', 'Turn Order: Pass Order', 'Variable Player Powers', 'Variable Set-up', 'Victory Points as a Resource']","['Civilization', 'Economic', 'Fantasy', 'Territory Building']"
124361,https://boardgamegeek.com//boardgame/124361/concordia,Concordia,19,"Two thousand years ago, the Roman Empire ruled the lands around the Mediterranean Sea. With peace at the borders, harmony inside the provinces, uniform law, and a common currency, the economy thrived and gave rise to mighty Roman dynasties as they expanded throughout the numerous cities. Guide one of these dynasties and send colonists to the remote realms of the Empire; develop your trade network; and appease the ancient gods for their favor &mdash; all to gain the chance to emerge victorious!",Lead your Roman dynasty and build the greatest trading empire in the Mediterranean.,2013,2,5,4,100,100,100,13,https://cf.geekdo-images.com/CzwSm8i7tkLz6cBnrILZBg__thumb/img/ESPSltYYSFK-aJw6jOTdQrJGpOc=/fit-in/200x150/filters:strip_icc()/pic3453267.jpg,31104,7.96505,8.12077,1294,3.0185,"['Action Retrieval', 'Advantage Token', 'Auction: Dutch', 'Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Movement Points', 'Point to Point Movement', 'Set Collection', 'Variable Set-up']",PD-Verlag,['Strategy Games'],"['Action Retrieval', 'Advantage Token', 'Auction: Dutch', 'Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Movement Points', 'Point to Point Movement', 'Set Collection', 'Variable Set-up']","['Ancient', 'Economic', 'Nautical']"
28720,https://boardgamegeek.com//boardgame/28720/brass-lancashire,Brass: Lancashire,20,"Brass: Lancashire &mdash; first published as Brass &mdash; is an economic strategy game that tells the story of competing cotton entrepreneurs in Lancashire during the industrial revolution. You must develop, build, and establish your industries and network so that you can capitalize demand for iron, coal and cotton. The game is played over two halves: the canal phase and the rail phase. To win the game, score the most victory points (VPs), which are counted at the end of each half. VPs are gained from your canals, rails, and established (flipped) industry tiles. Each round, players take turns according to the turn order track, receiving two actions to perform any of the following:",Test your economic mettle as you build and network in the industrial revolution.,2007,2,4,1,120,60,120,14,https://cf.geekdo-images.com/0BsjJY9MTlx9DRrlkeE69w__thumb/img/9SUEXpaf_ZdaeR0oS7BS55G5lCw=/fit-in/200x150/filters:strip_icc()/pic5482020.jpg,20748,7.96226,8.1808,1508,3.8614,"['Hand Management', 'Income', 'Loans', 'Market', 'Network and Route Building', 'Score-and-Reset Game', 'Tech Trees / Tech Tracks', 'Turn Order: Stat-Based']",Roxley,['Strategy Games'],"['Hand Management', 'Income', 'Loans', 'Market', 'Network and Route Building', 'Score-and-Reset Game', 'Tech Trees / Tech Tracks', 'Turn Order: Stat-Based']","['Economic', 'Industry / Manufacturing', 'Post-Napoleonic', 'Transportation']"
177736,https://boardgamegeek.com//boardgame/177736/feast-odin,A Feast for Odin,21,"A Feast for Odin is a saga in the form of a board game. You are reliving the cultural achievements, mercantile expeditions, and pillages of those tribes we know as Viking today &mdash; a term that was used quite differently towards the end of the first millennium.","Puzzle together the life of a Viking village as you hunt, farm, craft, and explore.",2016,1,4,0,120,30,120,12,https://cf.geekdo-images.com/s9oGMCo1fcfV4Dk3EnqLZw__thumb/img/AKxMMz2DTbBrEynhDROla8fdjJ4=/fit-in/200x150/filters:strip_icc()/pic3146943.png,19704,7.9449,8.2016,737,3.8535,"['Automatic Resource Growth', 'Dice Rolling', 'Grid Coverage', 'Income', 'Push Your Luck', 'Solo / Solitaire Game', 'Tile Placement', 'Turn Order: Pass Order', 'Worker Placement']",Feuerland Spiele,['Strategy Games'],"['Automatic Resource Growth', 'Dice Rolling', 'Grid Coverage', 'Income', 'Push Your Luck', 'Solo / Solitaire Game', 'Tile Placement', 'Turn Order: Pass Order', 'Worker Placement']","['Economic', 'Industry / Manufacturing', 'Medieval', 'Puzzle']"
266192,https://boardgamegeek.com//boardgame/266192/wingspan,Wingspan,22,"Wingspan is&nbsp;a competitive, medium-weight, card-driven, engine-building board game from Stonemaier Games. It's designed by Elizabeth Hargrave and features over 170 birds illustrated by Beth Sobel, Natalia Rojas, and Ana Maria Martinez.",Attract a beautiful and diverse collection of birds to your wildlife reserve.,2019,1,5,0,70,40,70,10,https://cf.geekdo-images.com/yLZJCVLlIx4c7eJEWUNJ7w__thumb/img/VNToqgS2-pOGU6MuvIkMPKn_y-s=/fit-in/200x150/filters:strip_icc()/pic4458123.jpg,54250,7.94195,8.09951,1904,2.438,"['Card Drafting', 'Dice Rolling', 'Drafting', 'End Game Bonuses', 'Hand Management', 'Set Collection', 'Solo / Solitaire Game']",Stonemaier Games,"['Family Games', 'Strategy Games']","['Card Drafting', 'Dice Rolling', 'Drafting', 'End Game Bonuses', 'Hand Management', 'Set Collection', 'Solo / Solitaire Game']","['Animals', 'Card Game', 'Educational']"
